1	14.491	4106954	0	0
1	14.5001	4106954	0	0
1	14.5601	4106954	0	0
1	14.5288	4106954	0	0
2	9.4065	4956375	849374	1.71370003278606
2	7.85665	4108336	700399	1.70482404555032
2	7.85743	4108956	701019	1.70607570390143
2	8.07434	4216012	720692	1.70941638686038
3	5.48208	4658988	1338396	2.87271828130916
3	5.8778	5011862	1429118	2.85147116979677
3	6.39643	5365210	1520314	2.83365236402676
3	7.48011	6360267	1816299	2.85569615237851
4	4.97426	6041265	2283710	3.78018511023767
4	5.97143	7296365	2752345	3.77221397229991
4	4.88366	5905813	2235643	3.78549574800286
4	4.66241	5622195	2126795	3.78285527271822
5	7.40421	7788140	3768384	4.83861872025927
5	6.7647	7136915	3466703	4.85742509193398
5	5.89073	6165458	3019562	4.89754694622849
5	7.57583	8031668	3924526	4.88631502198547
6	5.12635	6989888	3581795	5.12425234853548
6	5.65261	7356772	3861292	5.24862262959896
6	6.94096	9094088	4812125	5.29148717276543
6	6.9115	9107546	4738196	5.20249472250813
7	3.76908	8180048	4160200	5.08578922764267
7	4.10614	8911522	4542122	5.09690937193445
7	3.79688	7630201	3959905	5.18977809365703
7	3.39774	7502723	3832427	5.10804810466813
8	3.68358	8954894	4760222	5.31577704884056
8	2.9229	7083022	3762240	5.3116311088685
8	3.92242	8513452	4755725	5.58613004454597
8	3.48028	8384985	4452480	5.31006316648151
9	3.85753	8514478	4407148	5.1760636412473
9	3.98806	8317072	4908862	5.90215162259026
9	3.26193	7025910	3705090	5.27346635524793
9	3.79191	8535109	4427779	5.18772402320814
10	4.88327	4963061	1380030	2.78060253541111
10	5.41286	7326774	3044615	4.15546460147399
10	4.80838	5416271	1833240	3.38469031553259
10	5.1652	5321171	1475967	2.77376351934565
11	6.66285	5852830	1745406	2.98215734952151
11	6.62778	5462174	1354750	2.4802395529692
11	6.37323	5062870	1130230	2.23238992903235
11	5.62335	5240305	1657233	3.16247432162823
12	6.77419	4756918	911626	1.91642151493887
12	7.36195	4697593	677515	1.44225989778169
12	6.2644	3953990	545663	1.38003131014494
12	7.67257	4985251	790387	1.58545076265969
13	7.51691	4807695	962359	2.00170559904486
13	7.3495	4504903	834355	1.85210425174527
13	7.20712	4519227	848679	1.87792956627317
13	7.03371	3966110	470350	1.18592273033274
14	8.0211	4448324	690339	1.55190808942874
14	8.80184	5156020	961060	1.86395708317656
14	9.43374	4965450	595700	1.19968985691126
14	8.46517	4873762	853592	1.75140271519208
15	9.58602	4694070	586458	1.24935929800791
15	8.15297	4295911	712675	1.65896127736352
15	10.8176	5292963	660975	1.24878069240235
15	9.07336	4490843	558023	1.24257962257866
16	10.1836	4508698	401039	0.889478514639925
16	9.1053	4062174	391500	0.963769646499633
16	10.8552	4843398	473548	0.977718535623131
16	8.66253	3870818	374938	0.968627303066174
17	10.8005	4469441	449133	1.00489748046792
17	11.1027	4510437	402731	0.892886875484571
17	10.2951	4378912	533400	1.21811080012569
17	10.7779	4511984	491676	1.08971131103302
18	12.292	4544536	349384	0.768800159136158
18	11.2463	4171665	326109	0.781723844076646
18	14.7846	5519703	450561	0.816277614936891
18	9.98775	3704445	295884	0.798726934803999
19	12.5582	4343050	322650	0.742911087829981
19	13.4017	4605444	322844	0.701005158243157
19	12.0287	4151897	306297	0.737727838624128
19	11.7693	4039267	281067	0.695836645609216
20	10.7187	3484039	250202	0.718137770558826
20	11.906	3839604	256163	0.667159946702837
20	12.4256	4039518	281275	0.696308321933458
20	11.6369	3741098	245058	0.655042984706629
21	11.5956	3554430	233154	0.655953275208683
21	12.8369	3905594	234710	0.600958522570446
21	14.3575	4376104	268210	0.612896768449744
21	11.6471	3765297	356619	0.947120506031795
22	16.06	4784559	327006	0.683461108954869
22	17.1867	5034996	315234	0.626085899571718
22	15.5723	4555309	272562	0.598339212553967
22	11.4358	3362625	216117	0.642703245232519
23	13.9164	3905319	234351	0.6000815810437
23	14.4804	4108562	262786	0.639605779345669
23	14.2111	3996680	238308	0.596264899866889
23	12.9325	3620814	212058	0.585663886628808
24	13.982	3806359	222754	0.585215425029536
24	14.6135	4012208	253793	0.632551951444192
24	12.9911	3536488	215098	0.608224882991261
24	14.3861	3892777	221767	0.569688425512173
25	16.6834	4373032	264950	0.605872538778587
25	13.8477	3617669	208835	0.577263978545301
25	15.3026	3998421	239963	0.600144407004665
25	17.2727	4443932	248444	0.55906346001694
26	15.8941	3677632	181352	0.493121660894837
26	16.8825	4365407	257278	0.589356273080609
26	18.0433	4244668	223946	0.527593677526723
26	17.0205	4152397	219082	0.527603694926087
27	17.2882	4063850	217898	0.53618612891716
27	17.3171	4147763	214403	0.51691236939044
27	17.4979	4151247	217887	0.524871201352268
27	17.2634	4152610	219250	0.527981197367439
28	16.2868	3872413	201235	0.519663062798312
28	14.7694	3500288	178746	0.510660837051123
28	15.1885	3498462	176920	0.505707936801943
28	16.5154	3967897	209310	0.52750865256835
29	18.5959	3966821	208191	0.524830840615193
29	18.5081	3843425	172205	0.448050892107951
29	22.2378	4666564	208654	0.447125551047837
29	20.4695	4328574	220304	0.508952832965314
30	21.4379	4407916	212188	0.481379409226492
30	21.0747	4327922	219605	0.507414412736644
30	28.0302	5864974	358081	0.610541496006632
30	16.6822	3412911	178704	0.523611661716347
31	19.6656	3933441	174725	0.444203942553098
31	21.2332	4209630	188678	0.448205661780252
31	21.9671	4404287	208511	0.473427367471738
31	18.2217	3661004	164524	0.449395848789021
